,Banner_type0,Banner_type1,Banner_type2,Banner_type3,Banner_type4
29305,1,0,0,0,0
29306,0,0,0,1,0
29307,1,0,0,1,1
29308,1,1,1,1,1
29309,1,0,0,1,1
29310,0,1,0,1,0
29311,1,0,1,0,0
29312,0,1,0,0,0
29313,1,0,0,1,1
29314,1,1,1,1,0
29315,1,0,1,0,0
29316,1,1,1,0,1
29317,0,0,0,0,1
29318,1,0,0,0,1
29319,0,1,1,0,0
29320,1,0,1,0,1
29321,0,0,0,0,1
29322,1,1,0,0,0
29323,1,1,1,1,1
29324,1,1,0,1,1
29325,1,1,1,0,0
29326,1,1,0,1,1
29327,1,0,1,0,0
29328,0,0,1,0,1
29329,0,1,0,0,1
29330,1,1,0,0,0
29331,0,1,0,1,0
29332,1,1,0,0,0
29333,1,0,0,0,1
29334,1,0,1,1,1
29335,1,0,1,0,0
29336,1,0,0,1,1
29337,0,1,1,0,1
29338,0,1,0,0,0
29339,0,0,1,1,0
29340,0,0,0,0,0
29341,1,0,1,0,0
29342,0,0,0,0,1
29343,1,0,1,0,0
29344,1,1,1,1,1
29345,1,0,0,1,1
29346,1,0,0,0,1
29347,1,0,1,0,0
29348,0,1,0,1,0
29349,0,0,1,1,1
29350,1,1,0,0,0
29351,1,0,1,0,0
29352,0,1,0,0,1
29353,0,0,0,1,0
29354,1,0,0,1,1
29355,1,1,1,1,1
29356,0,1,0,0,0
29357,1,0,1,0,0
29358,0,0,0,0,1
29359,0,1,0,1,1
29360,1,0,1,1,1
29361,1,1,1,0,0
29362,1,1,0,1,1
29363,0,0,1,1,0
29364,0,1,0,0,0
29365,0,0,1,1,0
29366,0,0,0,1,1
29367,0,1,1,1,1
29368,0,0,0,0,0
29369,0,1,1,1,1
29370,0,1,0,0,0
29371,1,1,0,0,1
29372,0,1,0,1,0
29373,0,1,1,0,0
29374,1,0,1,0,1
29375,0,0,0,0,1
29376,0,0,0,1,0
29377,0,0,1,1,0
29378,0,0,1,1,0
29379,0,1,0,1,0
29380,1,0,1,1,0
29381,1,1,1,0,0
29382,1,1,1,1,0
29383,0,1,1,1,0
29384,0,0,1,1,1
29385,0,0,1,1,0
29386,1,0,0,1,0
29387,0,0,1,0,1
29388,1,1,0,0,1
29389,0,1,0,0,0
29390,0,0,1,0,1
29391,1,1,0,0,0
29392,0,1,0,1,1
29393,1,1,0,0,0
29394,1,1,1,0,1
29395,1,1,0,0,1
29396,0,1,1,0,0
29397,1,0,1,0,1
29398,0,1,0,0,0
29399,0,0,1,0,0
29400,1,0,0,0,0
29401,0,0,1,0,0
29402,1,1,0,1,0
29403,1,0,0,1,1
29404,0,1,1,1,1
29405,1,1,0,1,1
29406,1,0,0,0,1
29407,1,1,1,1,1
29408,0,0,1,1,1
29409,1,1,1,0,1
29410,0,0,0,1,0
29411,1,1,1,0,0
29412,1,1,1,0,0
29413,0,1,1,1,0
29414,0,1,1,1,0
29415,1,0,0,1,1
29416,0,0,0,0,1
29417,0,0,0,1,0
29418,0,0,1,0,1
29419,0,1,1,0,1
29420,1,1,0,1,1
29421,0,1,1,1,0
29422,1,0,0,1,1
29423,0,0,1,0,1
29424,1,0,1,1,0
29425,1,1,1,0,0
29426,1,0,0,1,0
29427,0,1,1,0,1
29428,1,0,0,1,0
29429,1,1,1,1,1
29430,1,0,1,0,0
29431,0,1,0,1,1
29432,0,0,1,0,1
29433,0,0,1,1,1
29434,0,0,1,0,0
29435,1,0,1,1,1
29436,0,0,1,0,1
29437,0,0,0,1,0
29438,0,0,1,1,0
29439,0,1,1,0,1
29440,1,1,1,1,1
29441,0,0,0,1,0
29442,0,1,0,0,0
29443,1,0,0,1,1
29444,0,0,1,0,1
29445,0,0,1,1,1
29446,1,1,1,0,1
29447,1,0,1,1,0
29448,1,1,0,0,1
29449,0,1,0,0,0
29450,0,1,0,0,0
29451,0,0,0,0,0
29452,1,1,0,1,0
29453,1,1,1,1,1
29454,0,1,1,1,0
29455,0,0,0,0,0
29456,1,0,1,1,1
29457,0,1,0,0,1
29458,1,0,0,0,1
29459,0,1,0,1,0
29460,0,1,0,0,1
29461,0,0,1,1,0
29462,0,0,0,0,0
29463,0,0,0,1,1
29464,1,1,1,0,1
29465,0,1,1,0,0
29466,1,0,0,1,1
29467,1,0,0,0,0
29468,1,1,1,0,1
29469,1,0,1,0,1
29470,1,1,0,1,0
29471,1,1,0,0,1
29472,0,0,0,1,1
29473,0,1,0,1,1
29474,0,1,1,0,0
29475,0,0,1,0,1
29476,0,1,1,1,1
29477,0,0,0,0,0
29478,1,0,1,0,0
29479,0,1,0,1,0
29480,0,1,1,1,0
29481,1,0,0,0,1
29482,0,0,0,1,1
29483,1,1,0,1,1
29484,0,1,0,1,0
29485,0,0,0,1,0
29486,0,0,1,0,0
29487,1,0,0,1,1
29488,0,1,1,0,1
29489,1,0,1,1,1
29490,0,0,1,1,0
29491,0,0,1,0,0
29492,1,1,0,1,0
29493,1,1,0,1,0
29494,1,0,0,1,0
29495,1,1,0,1,0
29496,0,1,1,1,1
29497,0,1,0,1,1
29498,0,1,0,0,1
29499,0,0,1,0,0
29500,1,0,0,0,0
29501,0,0,1,0,0
29502,1,0,0,1,1
29503,0,1,0,0,0
29504,1,0,1,0,0
29505,0,0,0,1,1
29506,1,0,1,0,1
29507,0,0,0,0,0
29508,1,0,1,1,1
29509,0,1,0,1,0
29510,1,1,1,0,1
29511,1,0,0,0,0
29512,1,0,0,0,1
29513,0,1,0,0,1
29514,0,0,1,0,0
29515,1,0,1,1,0
29516,1,0,0,1,1
29517,1,0,1,0,1
29518,1,1,0,0,1
29519,1,0,0,0,0
29520,0,0,0,1,0
29521,0,0,1,0,0
29522,0,1,0,1,1
29523,1,1,1,0,1
29524,0,0,1,1,0
29525,1,1,1,1,0
29526,1,1,0,0,1
29527,1,0,1,0,0
29528,0,0,0,1,0
29529,0,0,1,1,1
29530,0,1,0,1,0
29531,0,1,0,0,1
29532,0,1,0,1,1
29533,0,1,1,0,1
29534,1,0,0,1,0
29535,1,1,0,1,1
29536,0,1,1,1,0
29537,0,1,0,1,1
29538,1,1,1,1,0
29539,0,0,0,0,0
29540,0,1,0,1,1
29541,0,0,1,1,1
29542,0,0,0,1,1
29543,1,0,0,1,1
29544,0,1,1,1,0
29545,1,0,1,1,0
29546,1,1,0,1,0
29547,0,0,1,1,0
29548,1,1,0,0,1
29549,0,0,0,0,0
29550,1,1,0,1,1
29551,0,0,0,0,1
29552,1,1,0,1,1
29553,1,1,0,1,1
29554,1,1,0,1,1
29555,1,1,1,1,1
29556,0,1,1,0,1
29557,1,0,1,0,0
29558,1,1,1,0,0
29559,1,1,1,1,1
29560,0,1,1,0,0
29561,0,0,1,0,0
29562,0,0,1,0,1
29563,0,1,1,0,1
29564,1,0,0,0,0
29565,0,0,0,0,1
29566,1,1,1,0,0
29567,0,1,1,1,0
29568,0,0,1,0,0
29569,0,1,0,0,0
29570,1,0,1,0,0
29571,0,0,1,0,1
29572,1,0,0,0,0
29573,0,0,1,1,0
29574,0,0,0,0,1
29575,1,1,1,0,0
29576,0,0,1,0,0
29577,0,0,1,1,1
29578,0,0,0,1,0
29579,1,1,0,0,0
29580,0,1,1,0,0
29581,1,1,1,1,1
29582,0,1,0,0,1
29583,0,0,0,1,0
29584,1,1,1,0,0
29585,1,1,1,1,0
29586,1,1,0,0,1
29587,1,0,1,1,1
29588,0,0,0,0,0
29589,0,1,1,1,0
29590,0,0,0,0,0
29591,1,0,0,1,0
29592,1,0,0,1,0
29593,0,0,0,0,0
29594,0,1,1,0,0
29595,0,0,0,1,0
29596,1,1,1,1,0
29597,1,0,1,1,0
29598,0,1,1,0,1
29599,1,1,1,1,1
29600,0,0,1,1,1
29601,1,1,1,1,1
29602,1,1,1,0,0
29603,1,1,0,1,1
29604,1,1,0,0,1
29605,1,0,1,1,0
29606,0,0,0,1,0
29607,1,1,1,1,0
29608,0,1,1,0,0
29609,1,0,0,0,1
29610,1,1,0,0,0
29611,1,0,0,0,1
29612,1,1,0,1,1
29613,1,1,1,0,0
29614,1,1,1,1,0
29615,0,1,0,1,1
29616,1,0,1,0,0
29617,0,0,0,1,1
29618,0,1,0,1,0
29619,1,1,1,0,1
29620,0,1,0,1,1
29621,1,0,1,1,0
29622,1,1,1,0,0
29623,1,1,0,1,0
29624,0,0,0,0,1
29625,1,0,0,1,0
29626,1,1,0,1,1
29627,1,0,0,1,0
29628,0,0,0,0,0
29629,1,1,1,0,0
29630,0,1,0,0,1
29631,0,0,0,0,1
29632,0,0,0,1,0
29633,1,0,0,0,0
29634,1,1,0,0,1
29635,0,0,1,1,1
29636,0,0,1,0,0
29637,1,0,0,0,0
29638,1,0,0,1,1
29639,1,1,0,0,1
29640,1,0,0,1,0
29641,0,1,1,0,0
29642,0,0,1,0,0
29643,1,1,0,0,1
29644,1,1,1,0,1
29645,0,1,1,1,1
29646,0,0,1,1,1
29647,0,0,1,0,0
29648,0,1,0,1,1
29649,1,1,0,1,0
29650,0,1,1,0,1
29651,1,1,1,1,0
29652,0,0,1,0,0
29653,1,1,1,1,0
29654,1,0,0,1,0
29655,0,0,1,0,0
29656,0,0,1,1,0
29657,0,1,1,1,1
29658,0,1,0,1,0
29659,1,1,1,1,1
29660,0,1,1,0,0
29661,0,1,1,1,1
29662,1,1,0,1,0
29663,1,1,1,0,1
29664,1,1,0,1,1
29665,0,1,1,0,1
29666,1,0,1,1,1
29667,0,1,0,1,1
29668,0,1,0,0,0
29669,0,0,1,1,1
29670,0,1,0,0,1
29671,0,0,1,0,0
29672,0,0,0,1,0
29673,0,1,0,1,1
29674,0,0,1,0,1
29675,0,0,0,0,0
29676,0,0,1,1,1
29677,1,1,1,0,1
29678,1,0,0,1,1
29679,0,0,1,0,0
29680,0,1,1,1,1
29681,0,0,1,1,0
29682,0,1,1,1,1
29683,1,1,0,1,0
29684,1,0,1,1,1
29685,0,0,0,0,0
29686,0,0,1,1,0
29687,1,0,1,1,0
29688,1,0,1,0,1
29689,1,0,1,0,0
29690,1,0,0,1,1
29691,0,0,1,0,0
29692,1,0,1,1,1
29693,0,0,1,0,1
29694,0,1,1,1,0
29695,1,1,1,1,0
29696,0,1,0,0,0
29697,0,1,0,1,1
29698,1,1,1,0,0
29699,1,1,1,1,0
29700,1,1,0,0,0
29701,0,1,0,0,1
29702,1,1,0,1,0
29703,0,1,0,0,0
29704,0,1,0,1,0
29705,0,1,1,1,0
29706,1,0,1,1,0
29707,1,0,0,0,1
29708,1,1,0,0,1
29709,1,1,1,0,1
29710,0,1,1,1,0
29711,0,0,1,0,1
29712,1,0,0,0,1
29713,1,1,0,1,1
29714,0,1,1,1,0
29715,1,1,0,0,0
29716,1,0,1,0,1
29717,0,1,0,0,0
29718,0,1,0,1,0
29719,0,0,0,0,1
29720,1,0,1,1,1
29721,1,0,0,1,1
29722,0,1,1,0,0
29723,1,0,1,0,1
29724,1,1,0,1,1
29725,1,1,0,1,1
29726,1,0,0,1,1
29727,0,1,1,1,0
29728,0,0,0,0,1
29729,1,1,1,0,1
29730,0,0,0,1,1
29731,1,0,0,0,0
29732,0,0,1,1,1
29733,0,1,0,0,1
29734,0,0,1,0,0
29735,0,0,0,1,0
29736,1,1,1,1,0
29737,1,1,1,0,1
29738,1,1,1,1,0
29739,1,1,0,0,0
29740,1,0,1,1,0
29741,0,0,1,1,0
29742,0,0,0,1,0
29743,0,0,0,1,1
29744,1,0,0,0,0
29745,0,1,1,0,1
29746,0,0,1,0,0
29747,1,1,1,1,1
29748,1,1,0,0,0
29749,0,0,1,0,0
29750,1,1,0,0,0
29751,0,1,0,0,0
29752,1,0,0,0,1
29753,1,1,1,1,1
29754,1,0,1,1,1
29755,1,0,1,0,1
29756,1,1,1,0,1
29757,1,1,1,1,0
29758,1,0,0,1,1
29759,1,0,1,1,0
29760,0,0,0,1,0
29761,0,0,1,1,1
29762,1,1,1,0,1
29763,0,1,1,1,1
29764,0,1,1,1,0
29765,0,0,0,0,1
29766,0,1,0,0,1
29767,1,0,1,0,1
29768,1,0,1,0,1
29769,0,1,1,0,0
29770,0,1,0,1,0
29771,1,1,1,0,1
29772,1,0,0,0,1
29773,0,0,0,1,1
29774,1,0,1,1,0
29775,1,1,1,0,1
29776,0,0,1,1,1
29777,1,0,1,0,0
29778,0,1,0,0,1
29779,1,0,0,1,0
29780,0,0,0,0,1
29781,1,0,0,1,1
29782,0,0,1,1,1
29783,1,0,1,1,0
29784,0,0,1,0,0
29785,0,1,0,0,1
29786,1,0,0,0,0
29787,1,1,1,0,1
29788,1,0,0,0,1
29789,1,0,0,0,0
29790,1,0,0,1,0
29791,1,1,0,1,0
29792,0,0,0,0,1
29793,0,1,0,1,1
29794,0,0,1,0,1
29795,0,0,0,1,0
29796,1,0,1,1,0
29797,1,0,0,1,1
29798,0,1,0,1,0
29799,1,1,1,1,1
29800,0,0,0,1,1
29801,1,0,0,1,1
29802,1,1,1,1,1
29803,0,1,1,1,1
29804,0,0,0,1,1
29805,0,1,0,1,0
29806,0,0,0,0,0
29807,0,1,1,1,0
29808,1,0,1,0,1
29809,0,0,0,1,0
29810,0,0,0,1,0
29811,1,1,0,1,1
29812,0,0,1,1,0
29813,0,1,1,0,1
29814,0,1,1,0,1
29815,0,0,0,0,0
29816,0,0,0,1,0
29817,1,0,0,1,1
29818,0,0,0,0,1
29819,1,1,0,1,0
29820,0,0,0,1,0
29821,0,1,1,0,1
29822,1,0,0,0,0
29823,0,1,1,1,0
29824,0,0,1,0,1
29825,1,1,1,0,0
29826,1,0,1,0,0
29827,1,0,0,0,1
29828,1,1,0,0,0
29829,1,0,0,0,0
29830,1,1,0,1,1
29831,1,0,1,0,1
29832,0,1,0,1,0
29833,1,1,0,1,0
29834,1,1,1,1,1
29835,1,1,1,0,0
29836,1,0,1,1,1
29837,1,0,1,0,1
29838,0,1,0,1,0
29839,0,1,0,1,1
29840,0,0,1,1,1
29841,1,1,1,1,1
29842,0,1,0,0,1
29843,1,1,1,0,1
29844,1,0,0,0,1
29845,0,1,0,1,0
29846,1,0,1,0,0
29847,1,0,0,1,0
29848,0,0,0,1,1
29849,1,1,1,0,1
29850,0,1,0,1,1
29851,0,1,1,1,0
29852,1,1,1,1,0
29853,1,0,0,1,1
29854,0,0,0,1,0
29855,0,0,0,0,1
29856,0,1,0,1,1
29857,0,0,1,1,0
29858,0,1,1,0,0
29859,1,0,1,1,0
29860,0,0,1,0,1
29861,0,1,0,0,0
29862,0,0,0,0,1
29863,0,0,1,1,1
29864,1,0,1,1,1
29865,1,0,0,0,0
29866,1,1,0,1,0
29867,1,0,0,1,0
29868,0,0,1,1,1
29869,0,0,0,1,1
29870,0,0,1,1,0
29871,0,0,0,0,1
29872,1,1,0,0,0
29873,1,1,0,0,0
29874,0,0,1,1,0
29875,1,0,0,0,0
29876,1,1,0,0,1
29877,1,0,1,1,1
29878,1,0,0,1,0
29879,1,0,0,0,0
29880,0,0,1,0,0
29881,1,1,0,0,0
29882,0,0,0,1,1
29883,0,1,0,1,0
29884,0,1,1,1,0
29885,0,1,1,1,0
29886,1,1,0,1,0
29887,1,1,0,0,1
29888,1,1,1,0,1
29889,0,0,1,1,1
29890,0,1,1,0,0
29891,1,0,1,0,0
29892,0,0,0,0,0
29893,1,1,1,0,1
29894,1,0,0,0,0
29895,1,1,0,1,0
29896,0,0,1,0,0
29897,0,1,1,0,0
29898,1,1,0,0,0
29899,0,0,1,1,1
29900,1,0,1,0,1
29901,0,1,0,0,1
29902,1,0,0,1,1
29903,0,0,1,1,1
29904,0,0,1,1,1
29905,0,0,1,1,1
29906,0,0,0,1,1
29907,1,0,1,1,1
29908,0,1,1,0,1
29909,1,1,1,1,0
29910,0,1,0,1,0
29911,1,0,1,1,1
29912,0,1,0,0,0
29913,1,1,0,0,1
29914,0,0,1,0,1
29915,1,1,0,1,1
29916,1,1,0,0,0
29917,1,1,0,0,0
29918,1,0,0,1,1
29919,1,0,1,0,1
29920,0,1,1,0,1
29921,1,1,1,1,0
29922,0,0,1,0,1
29923,0,0,1,1,0
29924,0,0,1,1,0
29925,0,1,0,1,0
29926,1,1,1,0,1
29927,0,1,0,1,1
29928,1,1,0,1,0
29929,1,0,0,1,0
29930,1,1,1,1,0
29931,0,0,1,0,0
29932,0,0,1,1,0
29933,0,0,0,1,0
29934,0,1,0,0,1
29935,1,1,1,0,0
29936,0,1,0,0,1
29937,1,0,0,0,0
29938,1,0,1,1,0
29939,1,1,0,1,1
29940,0,0,0,0,0
29941,1,1,0,1,0
29942,0,0,0,0,0
29943,1,0,0,0,1
29944,1,1,0,0,0
29945,0,1,1,0,0
29946,1,1,1,1,1
29947,0,1,0,1,1
29948,1,1,0,1,0
29949,0,1,1,1,1
29950,1,0,0,1,0
29951,1,1,1,1,1
29952,0,0,1,1,0
29953,1,1,0,0,0
29954,0,1,1,1,1
29955,1,1,0,0,0
29956,0,0,0,0,0
29957,0,1,1,0,0
29958,1,0,0,1,0
29959,0,1,1,1,0
29960,1,0,1,1,0
29961,1,1,0,1,1
29962,1,1,0,0,0
29963,0,0,0,1,0
29964,1,1,0,1,0
29965,0,1,1,1,1
29966,1,0,0,1,0
29967,0,0,0,0,1
29968,0,0,1,1,1
29969,0,0,1,0,1
29970,0,0,1,0,0
29971,1,0,1,0,1
29972,0,0,0,1,0
29973,0,0,1,0,0
29974,0,1,0,0,0
29975,1,1,1,0,0
29976,1,1,0,0,0
29977,0,0,1,0,1
29978,1,0,1,0,0
29979,0,0,1,1,1
29980,1,1,0,0,1
29981,0,1,0,1,0
29982,1,1,0,1,1
29983,1,1,0,1,0
29984,1,1,0,0,0
29985,1,0,1,0,0
29986,0,0,0,1,0
29987,1,0,1,0,0
29988,0,0,0,0,0
29989,1,0,1,0,0
29990,1,1,0,0,0
29991,1,1,1,0,0
29992,1,1,1,1,0
29993,1,1,0,1,0
29994,0,0,1,0,0
29995,1,0,1,1,1
29996,0,0,0,0,1
29997,1,1,0,1,0
29998,1,1,1,1,1
29999,1,1,1,1,0
30000,0,0,0,1,1
30001,1,0,1,1,1
30002,1,0,0,0,1
30003,0,1,0,0,0
30004,1,0,1,0,1
30005,0,1,0,0,0
30006,0,1,0,0,0
30007,0,1,0,0,0
30008,1,1,1,0,1
30009,1,1,1,1,1
30010,1,0,0,0,1
30011,1,0,0,1,1
30012,0,1,0,0,0
30013,1,0,0,1,0
30014,1,0,1,0,0
30015,0,1,1,1,0
30016,1,1,1,0,0
30017,1,0,1,0,0
30018,1,0,0,0,1
30019,1,0,1,1,1
30020,0,0,1,1,1
30021,1,0,0,0,1
30022,0,1,0,0,0
30023,1,0,0,1,0
30024,0,1,1,1,1
30025,0,0,0,0,1
30026,1,0,0,1,0
30027,1,0,0,1,1
30028,0,1,0,0,1
30029,0,0,1,0,0
30030,0,1,0,1,0
30031,1,0,0,0,0
30032,1,0,1,0,1
30033,1,1,1,0,0
30034,0,1,0,1,1
30035,1,0,0,1,0
30036,0,0,1,1,0
30037,1,1,1,0,0
30038,0,1,0,1,0
30039,0,1,1,1,0
30040,0,1,1,1,1
30041,1,0,0,1,0
30042,0,1,1,0,0
30043,0,0,0,0,1
30044,0,0,0,0,0
30045,0,0,1,1,1
30046,0,1,1,1,0
30047,1,1,0,0,0
30048,1,0,0,0,0
30049,1,1,0,1,0
30050,0,1,0,1,0
30051,0,1,1,0,0
30052,0,1,0,1,0
30053,1,1,1,0,1
30054,1,1,0,1,0
30055,0,1,1,1,0
30056,1,1,0,0,1
30057,1,1,0,1,1
30058,1,0,0,1,0
30059,1,1,0,1,0
30060,0,1,0,0,0
30061,0,0,1,0,1
30062,1,1,1,1,0
30063,0,0,0,0,1
30064,1,1,0,0,0
30065,1,0,0,1,1
30066,1,1,1,1,0
30067,1,0,0,0,1
30068,0,1,1,1,1
30069,1,0,1,0,0
30070,1,0,0,1,1
30071,1,1,0,1,0
30072,0,0,1,1,0
30073,1,1,1,0,0
30074,0,1,0,0,1
30075,1,0,0,0,0
30076,1,1,1,1,0
30077,1,1,1,0,1
30078,1,1,0,1,0
30079,1,0,0,0,1
30080,1,0,1,1,0
30081,1,1,0,1,0
30082,1,0,0,0,0
30083,1,0,0,1,0
30084,0,1,1,0,1
30085,1,1,1,1,1
30086,1,0,0,0,1
30087,1,1,1,0,1
30088,0,0,0,1,0
30089,1,0,0,1,1
30090,0,1,1,1,0
30091,0,0,0,1,0
30092,1,0,1,0,0
30093,1,0,0,0,0
30094,0,1,0,0,0
30095,1,1,0,1,1
30096,0,1,0,1,0
30097,1,0,1,0,1
30098,1,0,0,0,1
30099,1,1,1,0,1
30100,0,1,0,1,1
30101,0,0,1,1,0
30102,0,1,0,1,0
30103,0,1,1,1,1
30104,0,0,0,0,0
30105,0,1,0,1,0
30106,0,1,0,1,0
30107,1,0,1,0,0
30108,1,1,0,1,0
30109,1,1,1,1,0
30110,1,0,1,1,0
30111,1,1,1,0,0
30112,0,1,1,0,1
30113,0,0,1,1,0
30114,0,1,0,0,1
30115,0,0,1,1,1
30116,0,0,0,1,1
30117,1,0,0,1,1
30118,0,0,0,1,1
30119,0,1,1,1,0
30120,0,0,1,1,0
30121,1,0,0,0,1
30122,0,1,0,1,0
30123,1,0,1,1,1
30124,1,0,1,0,0
30125,1,0,0,1,1
30126,1,1,1,1,0
30127,0,1,1,1,0
30128,1,1,1,0,1
30129,1,0,0,1,0
30130,0,0,0,1,0
30131,1,1,0,0,1
30132,1,0,0,0,0
30133,0,0,0,0,1
30134,0,0,1,0,0
30135,1,1,0,1,1
30136,1,1,0,1,0
30137,0,1,0,0,1
30138,0,1,0,1,0
30139,0,0,1,0,0
30140,0,1,1,1,0
30141,0,0,1,1,1
30142,0,1,0,1,0
30143,1,1,1,1,0
30144,0,1,0,1,0
30145,0,0,0,0,1
30146,0,0,0,1,1
30147,0,0,0,1,0
30148,0,1,0,1,1
30149,1,1,1,0,1
30150,1,0,0,0,1
30151,0,1,1,1,0
30152,1,1,0,1,0
30153,1,0,0,0,0
30154,0,1,0,1,0
30155,0,0,0,0,1
30156,0,0,1,0,0
30157,0,1,0,1,1
30158,1,0,0,0,0
30159,1,1,1,0,0
30160,0,0,1,0,0
30161,1,0,1,0,1
30162,0,1,0,0,0
30163,1,1,1,1,0
30164,1,0,1,1,1
30165,1,1,0,1,0
30166,0,1,0,0,0
30167,0,0,0,1,0
30168,1,1,0,0,1
30169,0,0,1,1,1
30170,0,0,1,0,0
30171,1,1,0,1,0
30172,0,0,0,0,0
30173,0,1,1,1,0
30174,1,0,1,1,1
30175,1,0,0,0,1
30176,0,1,1,0,1
30177,0,1,0,1,0
30178,0,1,0,0,1
30179,1,0,0,1,0
30180,1,0,1,1,1
30181,0,0,0,1,0
30182,0,0,1,0,0
30183,1,1,0,0,1
30184,0,0,0,0,1
30185,0,0,0,1,1
30186,1,0,1,0,1
30187,0,0,1,1,1
30188,1,1,1,0,1
30189,0,0,1,1,1
30190,0,0,0,1,1
30191,1,1,0,0,0
30192,1,0,1,1,1
30193,1,0,1,0,1
30194,0,1,0,1,1
30195,1,1,0,0,1
30196,0,1,1,1,1
30197,1,0,0,1,1
30198,0,0,0,0,1
30199,0,0,1,1,1
30200,1,1,0,0,1
30201,0,0,1,0,1
30202,0,0,1,1,0
30203,0,1,0,0,0
30204,1,0,0,0,0
30205,0,1,0,0,1
30206,0,1,1,1,1
30207,1,0,0,1,1
30208,1,0,1,0,0
30209,1,0,1,1,0
30210,1,0,0,0,1
30211,1,0,0,1,0
30212,0,0,0,1,0
30213,0,0,1,0,1
30214,1,0,0,1,0
30215,1,0,1,1,1
30216,0,0,0,0,1
30217,0,1,1,0,0
30218,0,0,0,1,0
30219,0,1,0,0,0
30220,1,1,0,0,0
30221,0,1,1,1,0
30222,0,1,1,0,1
30223,0,1,0,1,1
30224,1,0,1,1,1
30225,1,1,1,0,0
30226,1,0,0,1,1
30227,1,1,1,1,0
30228,1,1,0,1,0
30229,1,0,1,1,1
30230,1,1,0,1,1
30231,0,1,1,0,1
30232,0,1,1,0,1
30233,1,1,1,1,0
30234,1,0,1,0,1
30235,0,1,1,0,0
30236,1,1,1,0,0
30237,1,1,0,1,1
30238,1,0,1,0,1
30239,0,0,0,1,1
30240,0,1,1,0,0
30241,1,0,0,1,1
30242,1,0,0,1,0
30243,1,0,1,0,1
30244,1,1,1,1,1
30245,1,0,1,0,1
30246,1,0,1,1,0
30247,0,1,1,0,0
30248,1,1,0,1,0
30249,1,0,0,0,0
30250,1,1,1,0,0
30251,0,0,1,1,1
30252,0,1,0,0,0
30253,0,0,0,0,1
30254,0,1,1,0,0
30255,0,1,1,0,1
30256,1,0,1,1,0
30257,0,0,0,1,1
30258,1,1,0,1,1
30259,0,1,1,0,0
30260,0,1,0,0,0
30261,0,1,0,0,0
30262,1,0,0,1,0
30263,0,0,1,0,0
30264,1,0,1,1,0
30265,0,1,0,1,1
30266,1,0,0,1,1
30267,1,1,1,1,1
30268,1,1,0,0,0
30269,1,1,1,1,1
30270,1,0,1,0,1
30271,0,0,0,0,0
30272,1,1,0,0,1
30273,1,1,0,1,1
30274,1,0,1,0,1
30275,1,0,0,0,1
30276,1,0,1,1,1
30277,0,1,0,0,0
30278,0,1,0,0,0
30279,1,1,0,1,1
30280,0,0,0,1,0
30281,0,0,0,0,0
30282,1,0,1,0,1
30283,0,0,1,0,1
30284,0,0,0,1,0
30285,1,0,1,0,0
30286,0,0,1,0,0
30287,1,1,1,0,0
30288,1,0,1,0,0
30289,1,1,0,0,1
30290,0,1,1,1,1
30291,0,1,1,0,0
30292,0,0,1,0,0
30293,1,0,0,1,1
30294,1,1,0,0,0
30295,0,1,0,1,0
30296,0,0,1,1,0
30297,1,0,0,1,0
30298,1,1,1,1,1
30299,1,0,0,1,0
30300,0,1,1,1,0
30301,0,1,1,0,1
30302,1,0,1,0,0
30303,0,0,1,0,1
30304,0,0,0,0,1
30305,1,1,0,1,0
30306,0,1,1,1,0
30307,1,1,1,1,1
30308,1,0,0,0,0
30309,0,1,0,0,0
30310,0,1,0,0,1
30311,0,0,0,1,1
30312,1,1,1,0,0
30313,1,0,1,1,0
30314,0,0,0,0,1
30315,1,0,0,1,1
30316,1,1,1,1,0
30317,1,0,0,1,0
30318,0,1,1,1,0
30319,1,1,0,1,0
30320,1,0,0,1,1
30321,0,1,1,0,1
30322,1,0,1,0,0
30323,0,1,1,1,1
30324,0,1,0,0,0
30325,0,1,0,0,1
30326,1,0,0,0,1
30327,1,1,0,1,0
30328,1,1,0,1,0
30329,0,0,1,1,0
30330,0,0,0,0,0
30331,0,1,0,1,1
30332,1,0,0,1,1
30333,0,0,1,1,1
30334,0,1,1,0,0
30335,1,1,1,1,1
30336,1,1,0,0,1
30337,1,0,0,0,1
30338,1,1,0,1,1
30339,1,0,1,1,0
30340,1,1,0,0,1
30341,0,0,0,0,0
30342,1,1,1,0,0
30343,0,0,1,0,1
30344,1,0,0,0,0
30345,0,0,0,0,1
30346,0,0,1,0,1
30347,0,1,1,1,0
30348,0,0,0,1,0
30349,1,1,1,1,1
30350,1,0,0,0,0
30351,1,1,0,0,0
30352,0,1,0,1,1
30353,0,1,1,0,0
30354,1,0,0,0,0
30355,1,1,1,0,1
30356,0,0,1,1,1
30357,1,1,1,0,0
30358,1,1,0,1,0
30359,0,0,1,1,0
30360,0,0,1,0,0
30361,1,1,0,1,0
30362,1,0,0,0,0
30363,0,1,0,0,1
30364,0,0,0,1,1
30365,0,0,1,1,1
30366,0,1,1,1,0
30367,1,0,0,0,0
30368,1,0,0,0,1
30369,1,1,0,1,1
30370,0,1,0,0,1
30371,0,0,0,1,0
30372,1,0,1,1,1
30373,1,1,1,0,0
30374,0,0,1,0,1
30375,1,1,1,1,0
30376,1,1,1,0,1
30377,0,0,1,0,0
30378,1,0,1,0,0
